标准号,国际标准编号,采标类型
GB/T 17463-1998,IEC 870-4:1990,等同采用
GB/T 14293-1998,ISO 7384:1986,等效采用
GB/T 2900.51-1998,IEC 60050(466):1990,等同采用
GB/T 17461-1998,ISO 7587:1986,等效采用
GB/T 17462-1998,ISO 2179:1986,等效采用
GB/T 17450-1998,ISO 128-20:1996,等同采用
GB/T 17451-1998,ISO/DIS 11947-1:1995,非等效采用
GB/T 17452-1998,ISO/DIS 11947-2:1995,等效采用
GB/T 17127.1-1998,ISO 11001-1:1993,等同采用
GB/T 17448-1998,,
GB/T 17449-1998,,
GB/T 17127.3-1998,ISO 11001-3:1993,等同采用
GB/T 8993-1998,,
GB/T 17438-1998,ITU-R 800:1982,等效采用
GB/T 13850-1998,IEC 688:1992,等同采用
GB/T 8658-1998,ISO 2453:1991,等同采用
GB/T 17426-1998,,
GB/T 17423-1998,ISO 9669:1990及ISO 9669 AMENDMENT1:1992,等同采用
GB/T 1885-1998,ISO 91-2:1991,等效采用
GB/T 17373-1998,,
GB/T 9394-1998,,
GB/T 17412.1-1998,,
GB/T 17412.2-1998,,
GB/T 17412.3-1998,,
GB 17405-1998,,
GB/T 6545-1998,ISO 2759:1983,等效采用
GB/T 6547-1998,ISO 3034:1991,等效采用
GB/T 17385-1998,ISO 7462:1985,等同采用
GB/T 5400-1998,,
GB/T 17387-1998,API RP 11S:1994,等同采用
GB/T 17384-1998,ISO 6345:1990,等效采用
GB/T 7341.2-1998,IEC 645-2:1993,等同采用
GB/T 17366-1998,,
GB/T 7341.4-1998,IEC 645-4:1994,等同采用
GB/T 5910-1998,ISO 2416:1992,等同采用
GB/T 17349.2-1998,ISO 7639:1985,等同采用
GB/T 17349.1-1998,ISO 4092:1988,等同采用
GB/T 17347-1998,ISO 7656:1993,等同采用
GB/T 17341-1998,ISO 8598:1996,非等效采用
GB/T 17344-1998,NF H00-070,非等效采用
GB 17323-1998,,
GB/T 4857.22-1998,ISO 10531:1992,等效采用
GB/T 17309.1-1998,IEC 107-1:1995,等同采用
GB/T 17311-1998,IEC 268-17:1990,等同采用
GB/T 17312-1998,IEC 61183:1994,等效采用
GB/T 17305-1998,,
GB/T 17291-1998,ISO 5024:1976,非等效采用
GB/T 17299-1998,ISO 2860:1992,等同采用
GB/T 17301-1998,ISO 12508:1994,等同采用
GB/T 17287-1998,ISO 4124:1994,等同采用
GB/T 17297-1998,,
GB/T 17276-1998,,
GB/T 1360-1998,IEC 97:1991,等同采用
GB/T 17250-1998,ISO 7188:1994,等效采用
GB/T 17251-1998,,
GB/T 17252-1998,,
GB/T 17247.2-1998,ISO 9613-2:1996,等效采用
GB/T 17249.1-1998,ISO 11690-1:1996,等效采用
GB/T 7255-1998,IEC 495:1993,等效采用
GB/T 17244-1998,ISO 7243:1989,等效采用
GB/T 17242-1998,,
GB/T 17243-1998,,
GB/T 17626.1-1998,IEC 61000-4-1:1992,等同采用
GB/T 17626.4-1998,IEC 61000-4-4:1995,等同采用
GB/T 17626.3-1998,IEC 61000-4-3:1995,等同采用
GB/T 17626.2-1998,IEC 61000-4-2:1995,等同采用
GB/T 17626.12-1998,IEC 61000-4-12:1995,等同采用
GB/T 17626.6-1998,IEC 61000-4-6:1996,等同采用
GB/T 12165-1998,,
GB/T 17235.2-1998,ISO/IEC 10918-2:1995,等同采用
GB/T 17234-1998,ISO/IEC 10090:1992,等同采用
GB/T 17235.1-1998,ISO/IEC 10918-1:1994,等同采用
GB/T 9387.1-1998,ISO/IEC 7498-1:1994,等同采用
GB/T 17232-1998,UN/EDIFACT 及EANCO,等效采用
GB/T 17233-1998,UN/EDIFACT,等效采用
GB/T 17231-1998,UN/EDIFACT,等效采用
GB/T 17639-1998,,
GB/T 17638-1998,,
GB/T 17644-1998,,
GB/T 17633-1998,ISO/FDIR 12958:1998,非等效采用
GB/T 17643-1998,,
GB/T 17640-1998,,
GB/T 17641-1998,,
GB/T 17642-1998,,
GB/T 17630-1998,ISO/DIS 13433:1996,非等效采用
GB/T 17634-1998,ISO/FDIS 12956:1998,非等效采用
GB/T 17230-1998,ISO 12807:1996,等效采用
GB 14048.9-1998,IEC 947-6-2:1992,等同采用
GB/T 15972.1-1998,IEC 60793-1-1:1995,等效采用
GB/T 15972.2-1998,IEC 793-1-2:1995,等效采用
GB/T 17651.1-1998,IEC 61034-1:1997,等同采用
GB/T 15972.3-1998,IEC 793-1-3:1995,等效采用
GB/T 5022-1998,IEC 60371-3-3:1983,等效采用
GB/T 1303.1-1998,IEC 60893-3-2:1993,非等效采用
GB/T 17651.2-1998,IEC 61034-2:1997,等同采用
GB 5959.2-1998,IEC 519-4:1995,等同采用
GB/T 14598.13-1998,IEC 60255-22-1:1988,等效采用
GB/T 10216-1998,IEC 60317-3-2:1991,等效采用
GB/T 15972.5-1998,IEC 793-1-5:1995,等效采用
GB 14048.7-1998,IEC 947-7-1:1989,等效采用
GB 7251.5-1998,IEC 60439-5:1996,等同采用
GB 14048.8-1998,IEC 947-7-2:1995,等效采用
GB/T 15972.4-1998,IEC 793-1-4:1995,等效采用
GB 14048.6-1998,IEC 947-4-2:1995,等同采用
GB 7251.4-1998,IEC 60439-4:1990,等同采用
GB/T 14598.15-1998,IEC 60255-8:1990,等同采用
GB/T 14598.14-1998,IEC 60255-22-2:1996,等同采用
GB/T 17650.1-1998,IEC 60754-1:1994,等同采用
GB/T 17650.2-1998,IEC 60754-2:1991,等同采用
GB 17646-1998,IEC 61400-2:1996,等效采用
GB 17647-1998,,
GB 13140.5-1998,IEC 60998-2-4:1993,等同采用
GB/T 3485-1998,,
GB/T 5166-1998,ISO 3312:1987,等同采用
GB/T 6896-1998,,
GB/T 5989-1998,ISO 1893:1989,等同采用
GB 1402-1998,IEC 850:1988,等效采用
GB/T 3319-1998,UIC 614:1990,等同采用
GB/T 1481-1998,ISO 3927:1985,等效采用
GB 17566-1998,,
GB/T 3457-1998,,
GB/T 5061-1998,,
GB/T 3997.1-1998,ISO 2477:1987,等效采用
GB/T 3997.2-1998,ISO 8895:1986,等同采用
GB/T 17623-1998,IEC 567:1992,非等效采用
GB 17620-1998,,
GB 17622-1998,IEC 903:1988,等效采用
GB 12320-1998,,
GB/T 17626.9-1998,IEC 61000-4-9:1993,等同采用
GB 9254-1998,IEC/CISPR 22:1997,等同采用
GB 12319-1998,,
GB/T 2340-1998,,
GB/T 2341-1998,,
GB/T 5686.4-1998,JIS G1314:1987,等效采用
GB/T 6699-1998,,
GB/T 2992-1998,ISO 5019-1:1984;ISO 5019-2:1984;ISO 5019-5:1984,非等效采用
GB/T 17626.7-1998,IEC 61000-4-7:1991,等同采用
GB/T 17626.8-1998,IEC 61000-4-8:1993,等同采用
GB/T 17629-1998,UN/ECE/TRADE/WP.4/R.1133/Rev.1,等同采用
GB/T 17627.2-1998,IEC 61180-2:1994,等效采用
GB/T 17626.10-1998,IEC 61000-4-10:1993,等同采用
GB/T 17628-1998,ISO/IEC 14662:1997,等同采用
GB/T 17627.1-1998,IEC 61180-1:1992,等效采用
GB/T 6113.2-1998,IEC/CISPR 16-2:1996,等效采用
GB/T 17618-1998,IEC/CISPR 24:1997,等同采用
GB/T 4994-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 4993-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 2614-1998,IEC 584-1:1995;IEC 584-2:1989,等效采用
GB/T 2902-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 2903-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 1598-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 3772-1998,IEC 60584-1:1995;IEC 60584-2:1989,等效采用
GB/T 17614.2-1998,IEC 60770-2:1989,等同采用
GB/T 17615-1998,IEC 584-1:1995;IEC 584-2:1989,等效采用
GB/T 17228-1998,,
GB/T 17229-1998,,
GB/T 17616-1998,,
GB/T 17617-1998,ISO 8656-1:1988,非等效采用
GB/T 17614.1-1998,IEC 60770:1984,等同采用
GB/T 15843.3-1998,ISO/IEC DIS9798-3:1997,等同采用
GB/T 397-1998,,
GB/T 6949-1998,,
GB/T 8899-1998,ISO 7404-3:1994,等效采用
GB/T 6948-1998,ISO 7404-5:1994,等效采用
GB/T 2565-1998,ISO 5074:1980,非等效采用
GB/T 717-1998,,
GB/T 2273-1998,,
GB/T 3286.2-1998,JIS M8850:1994,非等效采用
GB/T 3286.3-1998,JIS M8850:1994,非等效采用
GB/T 3286.4-1998,JIS M8850:1994,非等效采用
GB/T 3286.8-1998,JIS M8850:1994,非等效采用
GB/T 3286.6-1998,JIS M8850:1994,非等效采用
GB/T 7561-1998,,
GB/T 7562-1998,,
GB/T 3286.7-1998,JIS M8850:1994,非等效采用
GB/T 4700.4-1998,,
GB/T 3286.5-1998,JIS M8850:1994,非等效采用
GB/T 7186-1998,ISO 1213-1:1993,等效采用
GB/T 17601-1998,ISO 8890:1988,等效采用
GB/T 17602-1998,ASTM D1836:1991(1994),等效采用
GB/T 17603-1998,ASTM D 5272:1992,等效采用
GB/T 483-1998,,
GB/T 477-1998,,
GB/T 3286.1-1998,JIS M8850:1994,非等效采用
GB/T 4700.5-1998,,
GB/T 4700.7-1998,,
GB/T 3286.9-1998,JIS M8850:1994,非等效采用
GB/T 15970.6-1998,ISO 7539-6:1989,等同采用
GB/T 5072.1-1998,ISO 10059-1:1992,等同采用
GB 12337-1998,,
GB/T 1034-1998,ISO 62:1980,等效采用
GB/T 17610-1998,,
GB/T 17606-1998,ASTM D4294:1990(1995),等效采用
GB/T 17608-1998,,
GB/T 17609-1998,,
GB/T 17589-1998,,
GB/T 17590-1998,,
GB/T 14233.1-1998,,
GB/T 8441-1998,ISO 105-X03:1987,等效采用
GB/T 8433-1998,ISO 105-E03:1994,等效采用
GB/T 2912.2-1998,ISO/FDIS 14184-2:1998,等效采用
GB/T 8434-1998,ISO 105-E12:1995,等效采用
GB/T 3923.2-1998,ISO/DIS 13934-2:1994,非等效采用
GB/T 8427-1998,ISO 105-B02:1994,等效采用
GB/T 17592.3-1998,,
GB/T 17593-1998,,
GB/T 17594-1998,,
GB 730-1998,ISO 105-B:1994,等效采用
GB/T 2912.1-1998,ISO/FDIS 14184-1:1997,等效采用
GB/T 17592.1-1998,,
GB 17591-1998,,
GB/T 17592.2-1998,,
GB/T 17597-1998,,
GB/T 17219-1998,,
GB/T 17212-1998,IEC 902:1987,等同采用
GB/T 17218-1998,,
GB/T 17221-1998,,
GB/T 17214.1-1998,IEC 60654-1:1993,等同采用
GB 17583-1998,,
GB/T 17581-1998,ISO 9068-1:1994;ISO 9068-2:1995,修改采用
GB/T 17582-1998,,
GB/T 7726.1-1998,,
GB 17585-1998,,
GB/T 17578-1998,ECE 60号法规,等效采用
GB/T 6078.2-1998,ISO 2540:1973,等同采用
GB/T 7726.2-1998,,
GB/T 7726.3-1998,,
GB/T 8123-1998,ISO/DIS 9493:1996,非等效采用
GB/T 7284-1998,,
GB/T 7726.4-1998,,
GB/T 7726.5-1998,,
GB/T 1114.1-1998,ISO 2586:1985,等效采用
GB/T 1114.2-1998,,
GB/T 6078.1-1998,ISO 866:1975,等效采用
GB/T 6080.1-1998,ISO 2336-2:1996,等同采用
GB/T 6080.2-1998,,
GB/T 2554.1-1998,ISO 5734:1986,等效采用
GB/T 2554.2-1998,,
GB/T 6078.3-1998,ISO 2541:1972,等同采用
GB/T 6078.4-1998,,
GB/T 2481.2-1998,ISO 8486-2:1996,等效采用
GB/T 17206-1998,IEC 384-18:1993,等同采用
GB/T 17208-1998,IEC 384-18-2:1993,等同采用
GB/T 17209-1998,IEC 1020-2:1991,等同采用
GB 17577.1-1998,,
GB/T 17587.1-1998,ISO 3408-1:1991,等效采用
GB/T 17587.3-1998,ISO 3408-3:1992,等效采用
GB 17577.2-1998,,
GB 17584-1998,,
GB 17586-1998,,
GB 17568-1998,,
GB 13284-1998,IEEE Std.603:1991,等效采用
GB/T 13629-1998,IEEE Std.7-4.3.2:1993,等效采用
GB/T 17570-1998,,
GB/T 17575-1998,IEC 61077:1991,等同采用
GB/T 17576-1998,IEC 60908:1987,等同采用
GB/T 17571-1998,IEC 1150:1992,等同采用
GB 17565-1998,,
GB 17567-1998,,
GB/T 17569-1998,,
GB/T 17564.1-1998,IEC 1360-1:1995,等同采用
GB/T 19000.2-1998,ISO 9000-2:1997,等同采用
GB/T 16500-1998,,
GB 12327-1998,,
GB 7000.9-1998,IEC 60598-2-20:1996,等同采用
GB/T 15157.2-1998,IEC 60603-2:1995,等同采用
GB/T 17557-1998,IEC 92-351:1983,等效采用
GB/T 17556-1998,IEC 92-359:1987,等效采用
GB/T 17563-1998,ANSI／IEEEStd.488.2:1987,等同采用
GB/T 16656.201-1998,ISO 10303-201:1994,等同采用
GB/T 17529.3-1998,ASTM D 3548-1993,等效采用
GB/T 16720.4-1998,ISO/IEC 9506-4:1992,等效采用
GB/T 6027-1998,ASTM D 304-1990,等效采用
GB/T 16656.101-1998,ISO 10303-101:1994,等同采用
GB/T 10756-1998,,
GB/T 6031-1998,ISO 48:1994,等同采用
GB/T 528-1998,ISO 37:1994,等效采用
GB/T 1689-1998,BS 903:Part A9:1988,非等效采用
GB/T 3780.1-1998,,
GB/T 16656.46-1998,ISO 10303-46:1994,等同采用
GB/T 17542-1998,,
GB/T 17529.1-1998,ASTM D4416:1989,等效采用
GB/T 17529.2-1998,ASTM D 4709-1993,等效采用
GB/T 17539-1998,,
GB/T 17540-1998,,
GB/T 17532-1998,,
GB/T 16656.1-1998,ISO 10303:1994,等同采用
GB/T 16656.42-1998,ISO 10303-42:1994,等同采用
GB/T 3780.18-1998,,
GB/T 3780.6-1998,,
GB/T 9579-1998,,
GB/T 9286-1998,ISO 2409:1992,等效采用
GB/T 17530.1-1998,ASTM 4290-01:1989,等效采用
GB/T 17543-1998,,
GB/T 17530.2-1998,ASTM D 3362-1993,等效采用
GB/T 17548-1998,ISO/IEC 13210:1994,等同采用
GB/T 17549-1998,,
GB/T 17538-1998,,
GB/T 17531-1998,ISO/TR 9474:1993,等同采用
GB/T 17544-1998,ISO/IEC 12119:1994,等同采用
GB/T 17529.4-1998,ASTM D 3547-1991,等效采用
GB/T 17529.5-1998,ASTM D 3541-1991,等效采用
GB/T 17553.1-1998,ISO/IEC 10536-1:1992,等同采用
GB/T 17554-1998,ISO/IEC 10373:1993,等同采用
GB/T 17552-1998,ISO/IEC 7813:1995,等同采用
GB/T 13419-1998,IEC 1020-6:1991,等同采用
GB/T 13420-1998,IEC 1020-6-1,等同采用
GB/T 9238-1998,ISO 3719:1994,等同采用
GB/T 14598.12-1998,IEC 255-19-1:1983,等同采用
GB/T 17522-1998,,
GB/T 17523-1998,,
GB/T 17524-1998,,
GB/T 17525-1998,,
GB/T 17528-1998,ISO 5564:1982,等效采用
GB/T 17526-1998,,
GB/T 17527-1998,,
GB/T 2792-1998,JIS Z 0237:1991,等效采用
GB/T 17518-1998,ISO 6382:1981,等同采用
GB/T 5550-1998,,
GB 10238-1998,,
GB/T 10510-1998,,
GB 7744-1998,ГОСТ 2567:1989,非等效采用
GB/T 7034-1998,ISO 10191:1993,等效采用
GB/T 4504-1998,ISO 10191:1993,等效采用
GB/T 4501-1998,ISO 10454:1993,等效采用
GB 1888-1998,FCC Ⅳ:1996,非等效采用
GB 1893-1998,JSFA-Ⅵ,等效采用
GB/T 7816-1998,ГОСТ 8986:1982,等效采用
GB/T 4502-1998,ISO 10191:1993,等效采用
GB/T 3686-1998,JIS K6323:1995,等效采用
GB/T 3688-1998,德国贝斯托夫技术条件,等效采用
GB/T 11195-1998,ISO 3324-2:1979,非等效采用
GB 17512.1-1998,日本食品添加剂公定书:1992,等效采用
GB 11564-1998,ECE No.3:1982，1994版本,非等效采用
GB 8982-1998,ГОСТ 5583:1978,等效采用
GB 8983-1998,ISO 2046:1973,等效采用
GB 1887-1998,,
GB/T 4851-1998,JIS Z 0237:1991,等效采用
GB/T 11193-1998,ISO 3324-2:1979,非等效采用
GB/T 6026-1998,ASTM D329:1995,等效采用
GB/T 9009-1998,ASTM D2378:1984,等效采用
GB/T 2918-1998,ISO 291:1997,等同采用
GB/T 1606-1998,ГОСТ 2156:1976(1992),非等效采用
GB/T 4650-1998,ISO 6206:1979,等同采用
GB 17509-1998,E/ECE/324,等效采用
GB 13552-1998,ISO 11749:1996,等效采用
GB 13651-1998,AC 145-4:1982,非等效采用
GB/T 1918-1998,MIL P-156(B):1956,非等效采用
GB 4785-1998,,
GB 11554-1998,ECE No.38:1992,等效采用
GB/T 12688.8-1998,ASTM D4590:1995,等同采用
GB 17510-1998,ECE R.N0.50,等效采用
GB 17511.1-1998,日本食品添加剂公定书:1992,等效采用
GB 17511.2-1998,日本食品添加剂公定书:1992,等效采用
GB 17512.2-1998,日本食品添加剂公定书:1992,等效采用
GB 17514-1998,荷兰氰胺公司实物分析,非等效采用
GB/T 17519.1-1998,ISO 11014-1:1994(E),等同采用
GB/T 17505-1998,ISO 404:1992(E),等效采用
GB/T 17507-1998,,
GB/T 17506-1998,,
GB 1499-1998,ISO 6935-2:1991,非等效采用
GB/T 2975-1998,ISO 377:1997,等效采用
GB 12441-1998,,
GB/T 17501-1998,,
GB 17503-1998,,
GB 17502-1998,,
GB/T 17499-1998,,
GB 14536.14-1998,,
GB 17498-1998,EN 957-1:1996,非等效采用
GB/T 17497-1998,,
GB/T 8946-1998,JIS Z1533:1976,非等效采用
GB/T 8947-1998,,
GB/T 17495-1998,,
GB 8965-1998,ISO 10528:1995,非等效采用
GB/T 17483-1998,ISO 4412-1:1991,等效采用
GB/T 17486-1998,ISO 3968:1981,等同采用
GB/T 17488-1998,ISO 3724:1976,等同采用
GB/T 17489-1998,ISO 4021:1992,等同采用
GB/T 17491-1998,ISO 4409:1986,等同采用
GB/T 17492-1998,ISO 9044:1990,等效采用
GB/T 17493-1998,ANSI／AWSA5.29:1980,等效采用
GB/T 17494-1998,,
GB/T 14665-1998,,
GB/T 10610-1998,ISO 4288:1996,等效采用
GB/T 14-1998,ISO 8677:1986,等同采用
GB/T 801-1998,ISO 8678:1988,等同采用
GB/T 8069-1998,,
GB/T 10599-1998,ΓOCT 18116-84,非等效采用
GB/T 17481-1998,,
GB/T 17480-1998,AOAC方法,等效采用
GB 14536.1-1998,IEC 730-1:1993,等同采用
GB 8287.1-1998,IEC 168:1994,非等效采用
GB 5296.4-1998,,
GB 9816-1998,IEC 60691:1993,等同采用
GB 17478-1998,,
GB/T 17470-1998,,
GB 5763-1998,JIS D4411:1993,非等效采用
GB/T 8220.8-1998,,
GB/T 8220.2-1998,,
GB/T 8220.6-1998,,
GB/T 8220.3-1998,,
GB/T 8220.4-1998,,
GB/T 8220.5-1998,,
GB/T 8220.7-1998,,
GB/T 8220.9-1998,,
GB/T 4509-1998,ASTM D5:1995,等效采用
GB/T 17471-1998,,
GB/T 17469-1998,ISO 7881:1987,等同采用
GB/T 17473.5-1998,,
GB/T 17475-1998,ASTM D5236-95,等效采用
GB/T 17476-1998,ASTM D5185-95,等效采用
GB/T 17472-1998,,
GB/T 17473.7-1998,,
GB/T 5764-1998,JIS D4311:1995,非等效采用
GB/T 8220.1-1998,,
GB/T 17473.6-1998,,
GB/T 17477-1998,SAE J306:1991,等效采用
GB/T 17473.3-1998,,
GB/T 17473.4-1998,,
GB/T 17473.2-1998,,
GB/T 17473.1-1998,,
GB 13140.3-1998,IEC 60998-2-2:1991,等同采用
GB 3883.5-1998,IEC 745-2-5:1993,等同采用
GB/T 17467-1998,IEC 61330:1995,等效采用
GB/T 17468-1998,,
GB 4706.41-1998,IEC 60335-2-45:1997,等同采用
GB 13960.10-1998,IEC 1029-2-8:1993,等同采用
GB 13140.2-1998,IEC 60998-2-1:1990,等同采用
GB 13140.4-1998,IEC 60998-2-3:1991,等同采用
GB 15092.3-1998,IEC 61058-2-5:1994,等同采用
GB 17466-1998,IEC 60670:1989+A1:1994,等效采用
GB/T 17458-1998,ISO 6600:1980,等效采用
GB 17465.2-1998,IEC 60320-2-2:1990+A1:1994+A2:1997,等效采用
GB/T 4459.7-1998,ISO 8826-1:1989,等效采用
GB/T 12467.3-1998,ISO 3834-3:1994,等同采用
GB/T 12467.4-1998,ISO 3834-4:1994,等同采用
GB/T 273.2-1998,ISO 104:1994,等效采用
GB/T 305-1998,ISO 464:1995,等效采用
GB/T 7813-1998,ISO 113:1994,非等效采用
GB/T 290-1998,ISO 3245:1997,非等效采用
GB/T 1800.3-1998,ISO 286-1:1988,等效采用
GB/T 1800.2-1998,ISO 286-1:1988,等效采用
GB/T 17455-1998,ISO/DIS 3057:1996,等同采用
GB/T 2900.50-1998,IEC 60050(601):1985,非等效采用
GB/T 15153.1-1998,IEC 870-2-1:1995,等同采用
GB/T 17456-1998,ISO 8179-1:1995,等效采用
GB/T 17457-1998,ISO 4179:1985,等效采用
GB/T 12467.2-1998,ISO 3834-2:1994,等同采用
GB/T 12467.1-1998,ISO 3834-1:1994,等同采用
GB/T 17459-1998,DIN 30674:1983,等效采用
GB 17464-1998,IEC 60999:1990,等同采用
GB/T 17453-1998,,
GB/T 17454.1-1998,PREN 1760-1:1994,非等效采用
GB 17465.1-1998,IEC 60320-1:1994+A1:1995+A2:1996,等效采用
GB/T 17460-1998,ISO 10546:1993(E),等效采用
GB/T 15149.2-1998,IEC 834-2:1993,等同采用
GB/T 8464-1998,,
GB 13042-1998,DIN 55 500,非等效采用
GB/T 8533-1998,,
GB 17447-1998,,
GB/T 3853-1998,ISO 1217:1996,等效采用
GB/T 6232-1998,ISO 5711:1995,等效采用
GB/T 17446-1998,ISO 5598:1985,等同采用
GB/T 5680-1998,,
GB/T 9442-1998,,
GB 13308-1998,,
GB/T 5611-1998,,
GB/T 17444-1998,,
GB/T 17445-1998,,
GB 17440-1998,,
GB/T 17442-1998,IEC 61358:1996,等同采用
GB/T 7676.7-1998,IEC 60051-7:1984,等同采用
GB/T 17439-1998,ITU-R 723:1990,等效采用
GB/T 7676.3-1998,IEC 60051-3:1984(94),等同采用
GB/T 7676.6-1998,IEC 60051-6:1984,等同采用
GB/T 7676.1-1998,IEC 60051-1:1984(97),等同采用
GB/T 7676.2-1998,IEC 60051-2:1984,等同采用
GB/T 7676.4-1998,IEC 60051-4:1984,等同采用
GB/T 7358-1998,IEC 92-201:1994,等同采用
GB/T 7676.9-1998,IEC 60051-9:1988(95),等同采用
GB/T 7676.8-1998,IEC 60051-8:1984,等同采用
GB/T 7676.5-1998,IEC 60051-5:1985,等同采用
GB/T 17437-1998,ISO 10647:1996,等效采用
GB/T 17441-1998,IEC 60387:1992,等同采用
GB/T 17443-1998,,
GB/T 17435-1998,,
GB/T 17436-1998,,
GB/T 17434-1998,ISO 5797-1:1989,非等效采用
GB/T 17430-1998,ASTM C 411:1982,非等效采用
GB 17429-1998,,
GB/T 3254.3-1998,,
GB/T 4062-1998,,
GB/T 3194-1998,,
GB/T 728-1998,EN610:1995ASTM B339:1993JIS H2108:1996,等效采用
GB 7956-1998,,
GB/T 8890-1998,,
GB/T 17432-1998,ASTM E55:1991,非等效采用
GB/T 3500-1998,ISO 3252:1996,等同采用
GB/T 3254.1-1998,,
GB/T 3952-1998,,
GB/T 5248-1998,ASTM E243:1990,等效采用
GB/T 3191-1998,,
GB/T 17431.1-1998,,
GB 6245-1998,,
GB/T 11835-1998,,
GB/T 10699-1998,ISO/DIS 8143,非等效采用
GB/T 3623-1998,,
GB/T 8646-1998,,
GB/T 3254.5-1998,,
GB/T 3254.6-1998,,
GB 17428-1998,,
GB/T 17431.2-1998,,
GB/T 3254.2-1998,,
GB/T 3254.4-1998,,
GB/T 17433-1998,,
GB/T 6594.1-1998,ISO 1622-1:1994,等效采用
GB/T 12688.1-1998,ASTM D5135:1995,等效采用
GB/T 8660-1998,ISO 2476:1996,等同采用
GB/T 8656-1998,ISO 2322:1996,等同采用
GB 3915-1998,ASTM D2827:1995,等效采用
GB 4839-1998,,
GB 17427-1998,ISO 7203:1995,非等效采用
GB/T 17425-1998,,
GB/T 1413-1998,ISO 668:1995,等同采用
GB/T 17424-1998,,
GB 17422-1998,,
GB/T 17421.1-1998,ISO 230-1:1996,等效采用
GB 811-1998,,
GB/T 17419-1998,,
GB/T 17420-1998,,
GB 17378.2-1998,,
GB 17378.1-1998,,
GB 17378.6-1998,,
GB 17378.7-1998,,
GB 17378.3-1998,,
GB 17378.4-1998,,
GB 17378.5-1998,,
GB/T 11060.2-1998,ASTM D2725:1970,非等效采用
GB/T 10265-1998,ASTM C753:1994,非等效采用
GB/T 10266-1998,ASTM C776:1994,等效采用
GB/T 17413.2-1998,,
GB/T 17417.1-1998,,
GB/T 17417.2-1998,,
GB/T 17418.1-1998,,
GB/T 17418.5-1998,,
GB/T 17418.6-1998,,
GB/T 17414.1-1998,,
GB/T 17414.2-1998,,
GB/T 17415.1-1998,,
GB/T 17418.4-1998,,
GB/T 9649.9-1998,,
GB/T 9649.16-1998,,
GB/T 9649.28-1998,,
GB/T 9649.29-1998,,
GB/T 4756-1998,ISO 3170:1988,等效采用
GB/T 9505-1998,,
GB/T 11062-1998,ISO 6976:1995,非等效采用
GB/T 494-1998,ASTM D312:1995,非等效采用
GB/T 8593.1-1998,ISO 6405-1:1991,等效采用
GB/T 8593.2-1998,ISO 6405-2:1993,等效采用
GB 9052.1-1998,ASTM D1835:1991,非等效采用
GB/T 11060.1-1998,,
GB/T 254-1998,ГОСТ 23683:1989,非等效采用
GB/T 4985-1998,ASTM D1321:1995,等同采用
GB/T 17413.3-1998,,
GB/T 17411-1998,ISO 8217:1996,等效采用
GB/T 17418.3-1998,,
GB/T 17415.2-1998,,
GB/T 17418.2-1998,,
GB/T 17416.2-1998,,
GB/T 17416.1-1998,,
GB/T 17413.1-1998,,
GB/T 17410-1998,DIN 4754:1990,非等效采用
GB/T 17372-1998,,
GB 17403-1998,,
GB 17404-1998,,
GB/T 2428-1998,,
GB/T 17397-1998,,
GB/T 17398-1998,,
GB/T 17394-1998,,
GB/T 17395-1998,ISO 1127:1992,非等效采用
GB/T 17396-1998,DIN 1629:1984,非等效采用
GB/T 17392-1998,,
GB/T 17393-1998,ASTM C795:1992,非等效采用
GB/T 6548-1998,JIS Z0402:1988,等效采用
GB/T 10004-1998,JIS Z1707:1995,等效采用
GB/T 10005-1998,JIS Z1707:1995,非等效采用
GB/T 6546-1998,ISO 3070:1987,等同采用
GB/T 12105-1998,,
GB/T 17391-1998,ISO/TR 10837:1991,等效采用
GB/T 17382-1998,ISO 3874:1988,等效采用
GB/T 6512-1998,UN/ECE/TRADE/138:1995,等效采用
GB/T 3893-1998,ISO 3828:1984,非等效采用
GB/T 17386-1998,API RP 11S4:1993,等效采用
GB/T 17388-1998,API RP 11S3:1993,等同采用
GB/T 17389-1998,API RP 11S5:1993,等同采用
GB/T 17390-1998,API RP 11S1:1995,等同采用
GB/T 17383-1998,ISO 8385:1990,等同采用
GB 17379-1998,,
GB 17380-1998,,
GB 17381-1998,,
GB/T 10297-1998,,
GB/T 17356.1-1998,,
GB/T 17357-1998,ASTM C1041:1985,非等效采用
GB/T 5530-1998,ISO 660:1983,等效采用
GB/T 7341.3-1998,IEC 645-3:1994,等同采用
GB/T 5535.1-1998,ISO 3596-1:1988,等效采用
GB/T 7341.1-1998,IEC 60645-1:1992,等同采用
GB 317-1998,,
GB/T 17377-1998,ISO 5508:1990,等效采用
GB/T 17358-1998,,
GB/T 17374-1998,,
GB/T 17356.5-1998,,
GB/T 17367-1998,,
GB/T 17368-1998,,
GB/T 17369-1998,ISO/TR 9774:1990,等同采用
GB/T 17370-1998,ISO 10051:1996,等同采用
GB/T 17371-1998,,
GB/T 17359-1998,,
GB/T 17360-1998,,
GB/T 17361-1998,,
